"puntoVenta,importe,cantidad,temperatura"
"13","467869","8581","-1"
"22","510622","8108","37"
"2","507728","9837","6"
"14","326787","8279","38"
"13","632099","6192","10"
"22","97621","1806","44"
"18","516997","2384","35"
"8","756982","1851","-13"
"23","390887","6903","46"
"15","577252","7118","46"
"12","12240","7027","8"
"16","912001","789","-8"
"20","340268","316","13"
"10","779734","251","1"
"5","837682","7065","42"
"16","728286","7222","49"
"9","482167","3728","46"
"8","42147","6022","-9"
"17","261973","4498","-8"
"19","758466","9482","20"
"4","134849","3229","42"
"7","703843","28","-6"
"14","881969","9300","-5"
"17","679820","3645","-12"
"2","234521","5679","-1"
"3","332464","4047","18"
"3","496022","3322","9"
"15","223316","5948","-5"
"15","378481","2256","22"
"8","938302","9201","-1"
"15","235150","6677","14"
"22","249591","255","46"
"3","54010","6704","16"
"11","670557","8614","2"
"1","999131","3141","41"
"1","417131","9827","35"
"20","586944","9123","45"
"1","688938","2500","0"
"9","868547","4072","29"
"16","700837","4781","47"
"9","400624","1686","46"
"11","225677","5684","0"
"4","14331","9167","21"
"3","156394","451","20"
"20","859279","248","48"
"6","427996","2347","-9"
"14","388651","1669","20"
"4","66447","7626","45"
"4","339842","5554","-9"
"3","292036","5251","4"
"17","498600","8942","5"
"23","332228","7027","10"
"3","3033","5447","45"
"12","770151","7430","33"
"7","701126","3166","-7"
"20","538524","8459","43"
"3","817774","2641","26"
"14","512062","3158","48"
"23","445979","6199","43"
"21","450442","2975","25"
"13","605709","7721","-10"
"17","539282","8345","27"
"9","405253","4281","6"
"6","172258","4791","37"
"21","290424","6976","-12"
"18","199265","7156","29"
"3","265539","4225","6"
"19","262357","7738","11"
"18","123774","9893","11"
"5","2556","1001","-12"
"3","968939","3014","47"
"9","769521","1610","-4"
"22","276013","3630","46"
"15","227850","3104","37"
"15","392665","5490","29"
"15","716846","1344","42"
"19","628815","8164","42"
"2","317503","7899","5"
"7","223170","862","10"
"2","238174","7843","39"
"14","59719","2154","23"
"8","731026","7285","13"
"5","937246","3414","38"
"18","874540","6658","24"
"9","252900","239","23"
"18","500558","4882","50"
"7","27494","6871","49"
"6","362203","3055","10"
"4","371160","5623","44"
"12","963197","1887","30"
"14","564198","5603","29"
"15","222696","5312","28"
"17","340972","7317","7"
"5","995402","5065","48"
"12","192566","1173","-1"
"23","691672","2554","-9"
"19","279869","3163","23"
"18","979788","9174","28"
"2","635299","8853","8"
"14","165759","7545","-5"
"4","905333","9117","49"
"12","860631","62","44"
"14","329899","9683","-13"
"13","743893","5190","-9"
"14","116882","6695","37"
"9","57604","1803","26"
"22","568578","6085","0"
"3","312246","1542","14"
"17","275030","7978","31"
"23","600072","9957","7"
"16","636928","5530","1"
"23","986375","6450","8"
"22","76266","7624","10"
"3","909134","5382","50"
"10","904642","9119","34"
"3","717493","2030","43"
"17","191821","7040","-2"
"23","880347","1617","31"
"2","248170","7237","34"
"19","678294","2125","47"
"6","235002","7684","35"
"3","598955","3216","34"
"14","419138","9467","-6"
"21","885125","2124","18"
"16","963121","3257","18"
"14","977145","6384","10"
"3","874237","6043","29"
"8","416755","8761","2"
"7","24661","2788","25"
"9","320359","7718","9"
"21","374972","2546","-1"
"9","694956","7898","35"
"22","121763","3603","32"
"12","468128","1906","-6"
"19","649036","9397","-7"
"5","334395","4453","20"
"4","930700","9514","16"
"6","777462","52","45"
"10","372399","3958","44"
"23","612529","6840","14"
"16","509322","798","-14"
"17","962848","2868","12"
"7","868565","8030","15"
"2","3006","5354","27"
"9","584010","6805","-8"
"5","897796","2313","43"
"15","945045","8688","26"
"16","538848","1709","11"
"23","779999","9018","31"
"21","816797","4281","12"
"1","15833","6774","-2"
"18","187095","6056","-15"
"21","939613","7661","42"
"4","25484","5111","33"
"23","944109","6248","0"
"15","935178","209","27"
"23","664282","6921","36"
"14","139907","8265","-7"
"4","706039","6729","32"
"19","617821","6501","42"
"14","367315","1963","49"
"8","806910","2608","-7"
"13","385284","7241","-3"
"17","914716","7390","1"
"12","303123","5086","44"
"9","901021","2436","-9"
"4","895284","6121","20"
"10","721930","9994","42"
"7","144175","8862","-15"
"19","428109","9564","12"
"8","254472","2505","7"
"16","730039","7684","47"
"3","842818","5586","10"
"11","617762","8775","-12"
"1","677272","8406","40"
"18","262926","3767","29"
"15","444332","9786","19"
"9","226907","7727","14"
"16","367453","6774","46"
"12","402223","1830","37"
"18","499618","8361","-10"
"14","827460","8624","8"
"16","517441","1018","31"
"15","839943","5618","-1"
"4","467768","7285","20"
"23","937853","5087","37"
"6","382622","194","25"
"13","47513","7532","17"
"2","67097","697","11"
"13","604576","2755","50"
"8","797066","7499","34"
"3","261228","5922","-14"
"4","849526","5464","-13"
"16","762425","2538","14"
"1","312556","2354","50"
"15","880493","7846","-12"
"11","620419","321","-5"
"5","776231","6519","35"
"7","687554","6404","6"
"5","104049","540","-12"
"5","192439","9774","24"
"9","29821","8783","3"
"11","546273","2292","31"
"11","328714","1877","23"
"6","144263","4645","-10"
"5","581384","4410","-14"
"15","840879","1182","14"
"11","373660","6901","5"
"5","252582","4373","50"
"2","385124","5319","37"
"11","244547","9164","26"
"10","528598","204","22"
"9","483808","9033","50"
"13","274280","2605","17"
"3","23887","9894","1"
"18","410763","2514","13"
"10","943019","2265","44"
"18","330441","1213","5"
"7","682737","2867","30"
"3","578446","7553","4"
"11","346728","2974","-3"
"23","763897","8249","17"
"18","311175","5852","4"
"7","791515","3348","22"
"9","75241","5795","-5"
"16","48935","4643","36"
"5","11999","8417","40"
"6","809287","3874","14"
"20","549322","5695","4"
"2","334407","7394","-7"
"5","635756","2176","-3"
"20","440310","8652","-11"
"12","601048","8823","26"
"21","346258","6368","27"
"12","799804","2278","29"
"20","197007","6703","25"
"7","858503","2790","-12"
"2","495543","438","29"
"2","290398","4100","36"
"12","498411","1608","16"
"7","523076","5219","13"
"21","833572","9634","44"
"16","138924","5247","-11"
"23","47393","1871","34"
"12","30650","2705","1"
"2","148225","367","29"
"12","399994","1121","29"
"6","896022","5812","38"
"11","830226","5229","47"
"16","547529","7393","-1"
"8","612761","9824","-6"
"1","766470","589","19"
"1","877796","8526","12"
"21","304553","5208","1"
"16","258199","3676","31"
"14","71324","3704","-8"
"3","490333","8783","17"
"12","801680","5889","43"
"14","920572","9986","41"
"1","821035","7635","20"
"16","936263","6655","24"
"16","408143","1234","0"
"11","314875","4415","31"
"20","255579","2353","12"
"9","920811","7280","4"
"4","527876","8580","41"
"19","249867","3878","30"
"16","17312","4587","33"
"10","321357","2336","41"
"7","616475","9795","50"
"15","417887","4806","40"
"8","623971","7292","28"
"17","227980","7299","43"
"18","877732","5760","9"
"7","365703","6782","-9"
"19","936565","8839","3"
"10","531465","6754","19"
"22","552370","1896","27"
"16","354759","9543","28"
"13","817473","7445","33"
"2","112480","2623","-8"
"1","226673","1415","26"
"20","412274","1861","45"
"10","114630","3720","-4"
"6","196380","993","7"
"2","400983","7572","3"
"22","104723","5764","33"
"7","598271","3866","45"
"17","740096","4262","43"
"20","68932","667","14"
"22","188828","3493","30"
"12","715772","1378","25"
"16","93813","5809","16"
"12","867160","9351","45"
"16","63023","11","21"
"6","911361","8810","2"
"17","730127","7624","20"
"5","438481","9576","10"
"6","825428","4826","12"
"15","397626","452","20"
"20","357708","4345","-3"
"18","23150","9466","-14"
"2","533927","1598","34"
"4","309304","3663","41"
"21","897219","6751","26"
"15","339546","55","6"
"15","75547","693","48"
"4","57148","8723","0"
"8","972198","9118","15"
"3","812964","2068","47"
"1","104452","1817","9"
"11","410698","7185","-10"
"13","310433","9459","6"
"1","306803","9811","-4"
"18","681439","4340","39"
"23","662079","6526","18"
"13","558242","4767","7"
"3","700300","8721","39"
"18","416365","767","7"
"10","753325","5686","26"
"23","757979","8032","42"
"20","194698","9326","-1"
"18","217409","1282","45"
"4","722812","6095","22"
"3","199119","3315","11"
"19","593517","681","7"
"16","99282","8722","15"
"3","325321","3944","7"
"2","256070","7522","1"
"2","612180","2817","-8"
"12","698447","4568","37"
"10","873770","7178","30"
"9","44090","3931","25"
"12","736825","4833","-13"
"6","72092","8471","30"
"22","107860","437","20"
"12","158296","5823","-11"
"4","288904","1012","4"
"7","818984","1927","28"
"8","716633","1782","34"
"20","562265","757","45"
"19","145921","7921","43"
"5","44440","2359","-9"
"12","421284","5253","27"
"6","490328","5812","47"
"18","196447","6872","-12"
"5","390005","3206","12"
"4","156940","6734","41"
"2","488611","9127","-15"
"3","500327","6880","-5"
"15","389823","4741","24"
"4","801165","840","43"
"15","55202","9890","-9"
"18","371784","1071","50"
"16","337638","3791","43"
"9","123826","6944","-4"
"23","206680","9870","29"
"13","596113","5657","-15"
"12","825234","9961","50"
"3","205156","994","27"
"15","98905","8870","-4"
"12","218342","4936","4"
"18","198003","4289","17"
"17","949758","5668","32"
"21","360811","8198","8"
"2","678679","9822","-8"
"14","817852","6787","46"
"8","790714","4837","48"
"8","317957","7807","6"
"3","565284","3038","24"
"18","527522","1308","28"
"11","538916","3480","15"
"2","124554","6564","39"
"19","723544","9769","27"
"22","74983","806","50"
"21","928590","8106","-15"
"17","111007","634","35"
"4","797337","822","36"
"15","579156","8646","28"
"12","274","942","26"
"6","935806","979","25"
"9","568474","6187","0"
"9","966049","2837","21"
"17","513832","623","31"
"3","706084","3018","-12"
"15","330836","3071","16"
"20","88269","3964","19"
"15","787762","3090","-7"
"9","808830","8341","18"
"19","398557","1752","17"
"21","918213","8985","-9"
"22","256685","5186","3"
"11","634117","3292","24"
"4","549647","1456","-12"
"2","877160","454","-9"
"9","176445","5020","4"
"2","639567","6074","49"
"18","919771","8149","-2"
"8","652688","2752","23"
"2","732675","3037","-12"
"6","856465","953","34"
"14","462882","2809","5"
"16","197522","5185","1"
"9","281295","5584","-4"
"22","411750","4765","34"
"14","992765","760","-4"
"15","385263","5490","-11"
"22","768750","6379","-5"
"4","499889","7986","7"
"14","163822","1778","2"
"2","569324","935","13"
"12","514970","5935","45"
"23","110639","849","8"
"8","860924","8515","7"
"4","649491","5236","46"
"4","145100","571","25"
"9","150246","9259","22"
"15","559696","6067","-11"
"2","883662","6715","19"
"12","282840","3425","-8"
"18","503755","4263","31"
"9","835748","6131","22"
"11","542140","5761","20"
"20","158038","3040","10"
"20","723767","542","-7"
"2","800384","1517","0"
"4","869430","8719","9"
"3","97945","9525","46"
"22","764059","4835","-7"
"10","923192","5205","-11"
"12","23502","556","6"
"10","326881","9386","26"
"14","51780","7138","3"
"15","511159","5365","34"
"22","809752","6136","22"
"17","194703","9619","21"
"21","246740","713","46"
"22","555072","1427","36"
"8","967634","9584","49"
"9","570913","5152","45"
"8","789588","9074","-12"
"10","716375","372","50"
"1","137178","2931","28"
"22","359433","1071","11"
"3","972395","3640","1"
"4","39214","489","17"
"5","424723","5145","15"
"5","195387","1571","-10"
"6","987091","1773","27"
"5","708999","9492","-4"
"7","242002","6583","23"
"14","299558","3361","39"
"17","584047","2013","16"
"5","597954","3375","31"
"20","901533","8551","26"
"10","911240","6147","32"
"17","353662","5995","-2"
"8","486659","9110","-6"
"10","9042","6778","39"
"16","127105","5725","3"
"20","545456","7094","-5"
"23","408473","7834","45"
"10","806079","992","2"
"14","558031","6072","21"
"16","28039","2125","21"
"9","101762","42","-13"
"6","660240","9095","25"
"2","857895","6428","42"
"20","522987","7249","31"
"22","38475","7701","-15"
"20","132503","2090","19"
"9","110290","1018","-13"
"2","192978","7256","20"
"9","794029","1709","-10"
"8","760069","2743","34"
"20","90994","995","39"
"23","393461","8286","3"
"21","276039","7191","7"
"12","232843","4275","41"
"8","103491","2864","-9"
"13","598356","4069","35"
"16","400966","6039","28"
"18","805152","2830","13"
"11","49042","5747","33"
"6","737710","8255","4"
"22","945379","3026","-12"
"5","578971","8476","42"
"19","903658","969","0"
"9","40650","9095","35"
"14","470336","4829","14"
"7","441128","9966","8"
"1","590196","732","-8"
"11","444802","1451","15"
"10","105389","1342","4"
"14","799533","9680","19"
"8","896776","6258","50"
"1","683331","871","39"
"13","224807","9898","46"
"13","961329","3764","-7"
"13","696435","4944","24"
"16","918554","4365","-8"
"14","489318","1714","13"
"20","32335","8858","41"
"6","989282","7449","-11"
"7","387576","888","33"
"15","839788","1013","3"
"16","273603","631","32"
"19","96776","5766","0"
"6","810033","2654","-2"
"17","354272","1334","-14"
"20","864925","1478","50"
"16","309177","7044","40"
"11","915405","1189","-8"
"8","252695","5747","4"
"11","45949","3812","5"
"9","324838","6549","-6"
"20","517107","5820","8"
"23","879803","1607","46"
"22","245423","6760","42"
"4","752134","6631","14"
"15","576066","8170","49"
"14","820316","2414","-4"
"6","821324","9544","35"
"3","734769","8324","18"
"14","787832","8231","46"
"14","80888","9868","44"
"3","291041","4146","18"
"18","912922","2446","45"
"20","773455","7591","37"
"2","729825","6218","2"
"23","375217","4177","39"
"9","534727","8560","-5"
"9","706866","6744","43"
"20","69769","8068","35"
"10","422413","3578","6"
"5","893132","8344","30"
"13","995937","5796","28"
"12","862807","2775","37"
"21","996958","4888","-13"
"1","499112","3249","3"
"8","289834","6606","19"
"6","144432","9619","44"
"12","471118","4845","37"
"9","61963","5149","28"
"4","299271","3478","35"
"13","457661","1561","29"
"19","218751","2161","12"
"19","819439","9703","30"
"8","878768","6080","2"
"5","187929","3501","-2"
"7","177466","3467","-9"
"2","647714","5802","46"
"4","523251","3310","33"
"11","400319","7662","-8"
"21","95856","4457","41"
"6","910775","1645","-1"
"5","809221","9046","30"
"8","349244","545","39"
"4","572354","8986","-1"
"10","135286","6119","43"
"1","844012","6125","38"
"19","33822","9820","42"
"3","685248","8939","21"
"17","120827","199","-13"
"5","206416","3703","27"
"17","387018","8951","32"
"3","335718","7923","-1"
"18","167160","7593","2"
"4","166109","7534","34"
"23","560625","6076","26"
"5","972600","9357","-10"
"12","299506","3148","28"
"21","380615","8129","23"
"2","450963","3921","-15"
"1","166851","6743","36"
"8","79778","9369","-3"
"18","574838","8935","0"
"16","579440","5279","46"
"11","96411","4740","-8"
"3","997181","9655","28"
"3","584846","5721","48"
"19","519361","5250","-3"
"20","67474","9414","10"
"18","266461","1661","4"
"16","424088","7198","-5"
"19","709179","4236","34"
"7","450337","1315","46"
"18","728593","3023","39"
"16","970796","7941","39"
"15","530050","678","7"
"3","456395","9320","40"
"19","575527","5823","34"
"8","160837","8815","12"
"5","952695","1522","22"
"8","528844","5472","9"
"7","279861","3155","50"
"9","617736","5305","25"
"21","705220","942","4"
"22","625774","880","17"
"14","460572","7825","1"
"9","730613","8748","11"
"9","933179","7700","-6"
"8","105037","6211","49"
"17","649632","4337","33"
"8","200616","6452","36"
"20","797842","2202","39"
"20","23738","8333","-8"
"23","961901","343","24"
"10","345289","6387","30"
"4","458781","2816","38"
"5","74459","5468","-14"
"9","641500","2722","32"
"10","755238","6947","26"
"20","499215","4686","-8"
"6","370143","2545","-15"
"8","92663","7360","36"
"13","551396","2898","18"
"6","245112","7298","-5"
"22","154483","9668","-12"
"4","206481","5389","44"
"15","878670","7827","-11"
"16","890838","7132","19"
"1","964435","2302","35"
"15","268599","7290","17"
"11","25417","1531","21"
"22","997085","7749","6"
"4","827621","2354","7"
